#4152 University Village Shopping Center, Denton TX, 2321 West University Drive, Denton, TX, 76201 | 2 Stations | ID: WyJzaXRlcyIsIjBiMDRlMDdlLTU5M2YtNGRkNi04N2Q4LTgyNzU3NjQzNmUxNCJd
2100 Webster Street Medical Center - California Pacific Medical Center, 2100 Webster Street, San Francisco, CA, 94115 | 1 Stations | ID: WyJzaXRlcyIsIjAxNjc4ZmUzLTdmMzMtNDhhMC1hMTk5LTRhOWViMjFjMjkxMyJd
One Loudoun Downtown, 44703 Thorndike St, Ashburn, VA, 20147 | 5 Stations | ID: WyJzaXRlcyIsIjFkMWE0MzY5LWU1NGMtNDRlMy04YjIyLTVlYmQyY2I5ODllYyJd
One Westside Marshalls, 11250 West Olympic Blvd, Los Angeles, CA, 90064 | 2 Stations | ID: WyJzaXRlcyIsImUzOTg4MzRkLWM3MjAtNGYyMi1hYjc0LWRhNWY0ODNiMGY1OSJd
One Westside Pet Smart, 11250 West Olympic Blvd, Los Angeles, CA, 90064 | 2 Stations | ID: WyJzaXRlcyIsImRjMTQ2ZWUwLTQ5MzEtNGQ0MC04NDA2LTk4ZGE2YjZjYzZmOCJd
Orlando Magic 400 West Church Street Parking Garage, 400 West Church Street, Orlando, FL, 32805 | 5 Stations | ID: WyJzaXRlcyIsImU5NjVkYjZhLWJmZjAtNDMyYS1iZWM4LWNiMzQyM2E1ZWQ0ZSJd
Orlando Magic 400 West Church Street, 400 West Church Street, Orlando, FL, 32805 | 5 Stations | ID: WyJzaXRlcyIsIjY3OWNlOTRkLTlhZDAtNGYyNi1hZjQ1LWZjNDVhNzk1NWE1ZiJd
Otay Ranch Town Center DCFC, 2015 Birch Rd, Chula Vista, CA, 91915 | 1 Stations | ID: WyJzaXRlcyIsIjUzZGM5MWM1LWQ0MDgtNDkxMi05MzkwLTM2ZjljOWFkOTJiZiJd
Otay Ranch Town Center Macy's, 2015 Birch Rd, Chula Vista, CA, 91915 | 4 Stations | ID: WyJzaXRlcyIsIjhiNGQzNmFjLTM3OTEtNDllMy04YTg1LTkxMGE2MzQ1MmQxZSJd
Otay Ranch Town Center, 2015 Birch Rd, Chula Vista, CA, 91915 | 6 Stations | ID: WyJzaXRlcyIsIjI0ODkzMGU4LTNkNWQtNGNhMy1iM2M1LTM4ZDQ2M2FhYWYxOCJd
Overpeck Park, 40 Fort Lee Road, Leonia, NJ, 07605 | 4 Stations | ID: WyJzaXRlcyIsIjBhYmRiNDg3LTMyMzMtNDc4ZS1hZDU1LTVmZjM2Mjg0NjVjMCJd
Owen Brown Village Center, 7200 Cradlerock Way, Columbia, MD, 21045 | 2 Stations | ID: WyJzaXRlcyIsImY2YjcwMTNjLWQyMDMtNGJmYi05MmZlLTYyYjgyZjVmMGUyZiJd
Owens Street  Garage, 1835 Owens St, San Francisco, CA, 94158 | 2 Stations | ID: WyJzaXRlcyIsIjA4MzU3ZWI4LWNkYTQtNDg5Ny04YTRkLTJmNmZmYWQyYmZhNiJd
PRIDE of Aurora 713 DCFC, 1395 Butterfield Road, Aurora, IL, 60502 | 1 Stations | ID: WyJzaXRlcyIsIjcyMzI4OTNjLWFiOTEtNGQ1YS05Y2RmLTQ5MzYxMzU3MWYyZCJd
PRIDE of Aurora 713, 1395 Butterfield Road, Aurora, IL, 60502 | 1 Stations | ID: WyJzaXRlcyIsIjU1ZGRjZTcyLTcxOTAtNGNkMy04NzM1LTQ2N2Y4ODZmN2QxZSJd
PRIDE of Geneva 712, 1166 E State Street, Geneva, IL, 60134 | 1 Stations | ID: WyJzaXRlcyIsIjFlNWI2ZDM2LWM2N2YtNGYxMi1hMmJiLTljNDEwMzM2MDIxYyJd
PVB - 24600 Crenshaw Blvd, Torrance, CA 90505, 24600 Crenshaw Blvd, Torrance, CA, 90505 | 10 Stations | ID: WyJzaXRlcyIsImQxNDVkMGM0LWRmYTYtNGY1MS05YmI2LWY1ZTgyMGUwYWY2YiJd
Paces Ferry Plaza, 1261 West Paces Ferry Rd, Atlanta, GA, 30327 | 2 Stations | ID: WyJzaXRlcyIsIjEyOTkwNmExLTUyYjktNDc0OC1iNTdiLTAxZmM5MDBhYjhjYiJd
Pacific Commons Dog Haus, 43330 Pacific Commons Blvd, Fremont, CA, 94538 | 2 Stations | ID: WyJzaXRlcyIsImM3ZGQ5ZDAzLTdlNjItNDIxZS05MmE3LTNhODY2NjdlMzJjNSJd
Pacific Commons Panera, 43330 Pacific Commons Blvd, Fremont, CA, 94538 | 2 Stations | ID: WyJzaXRlcyIsIjk0ZTExYzg3LWUzMmQtNDBjYS1iNTg3LWY2Y2I3YjkxN2NmMCJd
Pacific Place Garage, 22 4Th St, San Francisco, CA, 94103 | 1 Stations | ID: WyJzaXRlcyIsIjc5OTY0OTZhLWNjOGItNDE2Mi1iOWEwLWM4YTYyYTg5YjliYiJd
Palm Court, 17122 Slover Ave, Fontana, CA, 92337 | 2 Stations | ID: WyJzaXRlcyIsImVkYzljMzNlLWIxNzktNDMxMy04MzNjLTAzMzNjMDJmNjljMiJd
Palmer Town Center, 801 South 25th Street, Easton, PA, 18045 | 2 Stations | ID: WyJzaXRlcyIsIjQyY2UzNDMwLTk4YzgtNGVjNy1hNmNiLTVkMDQxNDcyODc4ZCJd
Palos Verdes Mall, 1500 Palos Verdes Mall, Walnut Creek, CA, 94597 | 4 Stations | ID: WyJzaXRlcyIsIjNjYjY5MjNjLWExZDgtNGRlOS1hMzJkLTg1ODE3YjA5MDExZSJd
Paradise Crossing, 2675 Lee Rd, Springs, GA, 30122 | 2 Stations | ID: WyJzaXRlcyIsIjg1ZTY4NzBjLTJkM2YtNDNhYS1hZGUzLTQ1Nzk2NmM5M2ZiNSJd
Paradise Valley Marketplace, 10810 N Tatum Blvd, Phoenix, AZ, 85028 | 2 Stations | ID: WyJzaXRlcyIsImJhZDJiZjc3LWI3YTgtNDA0NC1hYWU0LWNhYTQzMTA4YzNmNSJd
Paradise Village Gateway, 10655 N Tatum Blvd, Phoenix, AZ, 85028 | 2 Stations | ID: WyJzaXRlcyIsIjc1MWFhYWJiLTc2MzQtNDhlNC05MzEyLTUyMjMxZmU5YmJkZSJd
Paramus Park, 700 Paramus Park, Paramus, NJ, 07652 | 8 Stations | ID: WyJzaXRlcyIsImRjMWJkZjAxLTg1OGItNDNiMC05YmNjLWE5MWQ5Y2UxMzNkMyJd
Park Meadows DCFC, 8401 Park Meadows Center Dr., Lone Tree, CO, 80124 | 1 Stations | ID: WyJzaXRlcyIsImZlYTUzYWVkLWI0YmUtNDc5ZS05NmU5LWJkNzlmYjVhMTVmNiJd
Park Meadows, 8401 Park Meadows Center Dr., Lone Tree, CO, 80124 | 3 Stations | ID: WyJzaXRlcyIsImM4N2U1OGQ0LTNkMTAtNGNlNi1hMmI2LTA1ZDMzOTVhZTc4MiJd
Parkaire Landing, 4880 Lower Roswell Road, Marietta, GA, 30068 | 2 Stations | ID: WyJzaXRlcyIsImNkYmNhMzUyLTI3ODItNDhiZS05NjVhLWVjNzk0NWUyYzgwNCJd
Parkside Shops, 5920 Roswell Road NE, Sandy Springs, GA 30328, Sandy Springs, GA, 30328 | 2 Stations | ID: WyJzaXRlcyIsIjljYmI3OGJmLWY4YTEtNDE5MC04YzY3LWRlNDEzNmY3ZmExNSJd
Parkville Shopping Center, 7709 Harford Road, Parkville, MD, 21234 | 2 Stations | ID: WyJzaXRlcyIsImI0NTY0ZGIwLTgwMTctNGQyMi1hYzM5LTJjMmM1NzcwODczZSJd
Parkway Plaza Jamba Juice, 415 Parkway Plaza, El Cajon, CA, 92020 | 2 Stations | ID: WyJzaXRlcyIsIjcwMDY1NjEwLTUwODgtNGIzMC04NGE3LTljMzEyZjY2NTdiYSJd
Parkway Plaza Macy's, 415 Parkway Plaza, El Cajon, CA, 92020 | 2 Stations | ID: WyJzaXRlcyIsIjBkYmM5N2FhLWIwZDUtNDAzNS1iOGUzLWJiMzhlZDk5YWM4ZCJd
Parkway Plaza, 255 Cumberland Parkway, Mechanicsburg, PA, 17055 | 2 Stations | ID: WyJzaXRlcyIsIjZlZTM5MmQzLWIxYTAtNDA5MS1hNTc5LWFmM2FlMjU3OWNmYSJd
Paseo Nuevo North Entrance, 651 Paseo Nuevo, Santa Barbara, CA, 93101 | 2 Stations | ID: WyJzaXRlcyIsIjE1YWVhMjk0LTkwYTEtNDgxZC1hYjVjLWZhNDk1Y2M1NTEzZiJd
Paseo Nuevo South Entrance, 651 Paseo Nuevo, Santa Barbara, CA, 93101 | 2 Stations | ID: WyJzaXRlcyIsIjA3YTIwMDE0LTJkMDQtNGUzOC1iMGVkLWIyODNlNDk5NDJhMyJd
Paseo Nuevo, 651 Paseo Nuevo, Santa Barbara, CA, 93101 | 1 Stations | ID: WyJzaXRlcyIsImE4NmViZTM4LWQzYjAtNDkzZi04MzFmLTQ5OTkxMmJmNDJlNSJd
Pavilions 14845 Ventura Blvd., Sherman Oaks, 14845 Ventura Blvd, Sherman Oaks, CA, 91403 | 2 Stations | ID: WyJzaXRlcyIsIjA0NjBiOGQ4LTBmMjMtNGE0MC1iZDYxLWFkOTVjOTFlOTM2MCJd
Pavillions Sherman Oaks Garage Level 1 North, 14845 Ventura Blvd, Sherman Oaks, CA, 91403 | 2 Stations | ID: WyJzaXRlcyIsIjlhMThlY2Q1LWU3NGUtNDVkMS04NTFmLTM3NmQ1OGNjZGNkMiJd
Peachtree Hill, 3455 Peachtree Industrial Blvd, Duluth, GA, 30096 | 2 Stations | ID: WyJzaXRlcyIsIjhmZDc5NzZmLTI2ZmYtNDlmYS1hNTA4LTk2ZDU3ODQzYTkzZSJd
Pearl Midtown, 515 Elgin St, Houston, TX, 77006 | 2 Stations | ID: WyJzaXRlcyIsIjM5MTNiYzRkLTNjM2UtNDE2NC1hNmE5LTc5ZTQ1NmI3MmI1ZCJd
Pearland Town Center HCA Healthcare, 11200 Broadway St, Unit 950, Pearland, TX, 77584 | 2 Stations | ID: WyJzaXRlcyIsIjU4MjZlYWMxLTZlMTctNDdjZC1hM2VkLWIyNzQzMTQ1NTY4NCJd
Pearland Town Center, 11200 Broadway St, Unit 950, Pearland, TX, 77584 | 2 Stations | ID: WyJzaXRlcyIsIjQxN2VmYmRjLThkZTUtNDNhOC1hMDk1LWVmY2FhNjNjMDZmYyJd
Pearlridge Shopping Center, 98-1005 Moanalua Rd # 414, Aiea, HI, 96701 | 4 Stations | ID: WyJzaXRlcyIsImU1ZTI1ZTI1LTYwMGQtNDQ4MC1hYWJiLTIzNTEyMjYwN2E2YyJd
Pembroke Center Plaza, 24 Mattakeesett Street, Pembroke, MA, 02359 | 2 Stations | ID: WyJzaXRlcyIsIjI0OWFkNDY3LWViYzUtNDBiMi04NTkyLTg1NGMxNWFhZDNkZiJd
Peninsula Shopping Center 03, 7 Peninsula Center, Rolling Hills Estate, CA, 90274 | 1 Stations | ID: WyJzaXRlcyIsIjMwOTg2NmNiLTE0Y2YtNDU0MC1iMmI5LTViNGJiMTMzNWEyZiJd
Peninsula Shopping Center, 7 Peninsula Center, Rolling Hills Estate, CA, 90274 | 2 Stations | ID: WyJzaXRlcyIsIjczMjg5YWJjLWE2NDMtNDFkOC1hNDQ0LTI0N2EwZmJkNTdjMyJd
Penrose Square Apartments, 2501 9th Road South, Suite 75, Arlington, VA, 22204 | 2 Stations | ID: WyJzaXRlcyIsIjBjMzIzMTkzLTNjZDktNDk0Zi05YmFjLTI0ZjEwYWNiN2MyYiJd
Perimeter Mall Dillard's, 4400 Ashford Dunwoody Rd, Atlanta, GA, 30346 | 2 Stations | ID: WyJzaXRlcyIsImIzMjQyY2I3LTc5ZGEtNGZjNS1hYmQyLTUwNGNkZjcxODRkMyJd
Perimeter Mall Macy's, 4400 Ashford Dunwoody Rd, Atlanta, GA, 30346 | 4 Stations | ID: WyJzaXRlcyIsIjA2N2IyOTU5LTBiYzQtNGIzYS1iMGJiLTRhM2I3MDRhMjAyOSJd
Perimeter Mall NW entrance, 4400 Ashford Dunwoody Rd, Atlanta, GA, 30346 | 2 Stations | ID: WyJzaXRlcyIsIjAzMGUxMGE1LTg0YzYtNDA5Zi05MTc2LWY4NTRkNGE2NGZkZCJd
Perimeter Mall SE Entrance, 4400 Ashford Dunwoody Rd, Atlanta, GA, 30346 | 2 Stations | ID: WyJzaXRlcyIsImJkNDIzOTM2LWFhMzktNDY4My1hNzEzLTdkOWVmZDliZDA3NCJd
Pico Rivera Towne Center, 8982 Washington Blvd, Pico Rivera, CA, 90660 | 2 Stations | ID: WyJzaXRlcyIsIjQyNjY5NmJhLTJiYjMtNGRhNy05NDI1LTIyZWNmYzhjOWZmNSJd
Pike & Rose, 11580 Old Georgetown Road, North Bethesda, MD, 20852 | 2 Stations | ID: WyJzaXRlcyIsIjc5NWFlYWU2LTRjMWQtNGZjNS1hOGEwLThlMjI3MTQyNjEzZSJd
Pine Lake Village, 3016 Issaquah-Pine Lake Rd Se, Sammamish, WA, 98075 | 2 Stations | ID: WyJzaXRlcyIsIjJiOWY1MzljLTBiNWUtNDY5Mi04MTg0LWMxNjI0MTVlNzRkMCJd
Placentia Town Center, 104 E. Yorba Linda Blvd, Placentia, CA, 92870 | 2 Stations | ID: WyJzaXRlcyIsImIwZmJhMmExLTNjNWQtNDkzMy1hZGUzLWU5ZDY5NzIyMjI1MCJd
Plano Market Street, 1929 Preston Rd, Plano, TX, 75093 | 2 Stations | ID: WyJzaXRlcyIsImEwN2Q5NmI0LWI1NDAtNGE2My1hMzQ4LWVmYWIwZWYyYjc5NCJd
Plaza Hermosa, 703-719 Pier Ave, Hermosa Beach, CA, 90254 | 2 Stations | ID: WyJzaXRlcyIsIjQyYWRlMDE2LThjZWUtNDMzMi04OTA0LTVmZTY4Yzg5ZGVhNSJd
Plaza Paseo Real, 6941-6985 El Camino Real, Carlsbad, CA, 92009 | 2 Stations | ID: WyJzaXRlcyIsIjdjMDUxNjU5LTYxOGYtNGU4MS1iMDY1LTgwYmY2NWM2MDUzZCJd
Plaza West Covina Best Buy, 112 Plaza Dr West, Covina, CA, 91790 | 2 Stations | ID: WyJzaXRlcyIsImRkN2I5YjFlLTZiMWEtNDYxYi05MjA4LThlODE4MTNmZDVkMyJd
Plaza West Covina Lucilles, 112 Plaza Dr West, Covina, CA, 91790 | 2 Stations | ID: WyJzaXRlcyIsIjA2Yzk5NDUxLTVjNzYtNDA2Mi05OGRhLTc0NjIzZTBhYzBhNCJd
Plaza at Bensalem, 1837 Street Road, Bensalem, PA, 19020 | 2 Stations | ID: WyJzaXRlcyIsIjE1YmJlNDRmLWI5NjItNGM5ZC1iNTVjLWQxODc3NmUzMTUxMiJd
Plaza at Short Hills, 778 Morris Turnpike, Short Hills, NJ, 07078 | 2 Stations | ID: WyJzaXRlcyIsImU2ZDU4NjFjLTAzMzYtNGE4Zi1iZTc5LTlhYTliZGU4MmQ5YiJd
Poinsettia Village, 7130 Avenida Encinas, Carlsbad, CA, 92011 | 2 Stations | ID: WyJzaXRlcyIsIjJjNDFkZmEyLTMxOGUtNGQ1NS04MmE2LTliOTlhOWRiZjYxNiJd
Point Loma Plaza Handicap Only, 3645 Midway Dr, San Diego, CA, 92110 | 1 Stations | ID: WyJzaXRlcyIsImY5OWVkYTA3LWNmMzAtNGZlZi04OGQ2LWI3Y2EzNjhiYzQ0YSJd
Point Loma Plaza Vons, 3645 Midway Dr, San Diego, CA, 92110 | 2 Stations | ID: WyJzaXRlcyIsImFhODQyOGI4LWU1ZGUtNGY3NC1hMmM2LTI2M2JlZjY0ZjBhYiJd
Potomac Village Safeway, 10100 River Road, Potomac, MD, 20854 | 2 Stations | ID: WyJzaXRlcyIsIjU2ZjVlZTJmLWQyZjYtNGI4MS05MTE5LTRmMTc3OWIzYzNlYyJd
Potomac Village Shopping Center, 10100 River Road, Potomac, MD, 20854 | 2 Stations | ID: WyJzaXRlcyIsIjg5NWIyOTQxLTI5MzAtNGJiMC1hZjUzLWM4MTg4ZWRlZjQ2YiJd
Powell Street Plaza, 5701-5795 Christie Ave, Emeryville, CA, 94608 | 2 Stations | ID: WyJzaXRlcyIsImFjMTcyMzQ3LTUxMDAtNGZlMi1iNmNjLTVjNzk2ODU2ZDE2NSJd
Preston Shepard Place, 1701 Preston Rd, Plano, TX, 75093 | 2 Stations | ID: WyJzaXRlcyIsIjU2NzFkNGY4LTVjYmMtNGVkMC1hZWNmLTFkNzVkOGQyZjRlMiJd
Pride of Geneva DCFC, 1166 E State Street, Geneva, IL, 60134 | 1 Stations | ID: WyJzaXRlcyIsIjhkZGQyZTRjLTEzOGEtNDkzNS05M2YyLWQ5OWRkMjM0ODM0ZCJd
Providence Place DCFC, One Providence Place, Providence, RI, 02903 | 1 Stations | ID: WyJzaXRlcyIsIjQzZTM1NTQyLWVjY2MtNDI1YS1iMGM0LTE3NDQ3MTRlODNmNiJd
Providence Place North Garage L1, One Providence Place, Providence, RI, 02903 | 2 Stations | ID: WyJzaXRlcyIsImE5YjFlMTUxLWUxZWYtNDczOC1hNDhiLTdmOWM3MjNmZDRiYyJd
Providence Place North Garage L1.5, One Providence Place, Providence, RI, 02903 | 2 Stations | ID: WyJzaXRlcyIsImIwZGEwMDRhLTkxOTctNDZhMS04ZmRmLWQ0YmRkZDU1NjhkOSJd
Providence Place North Garage L2, One Providence Place, Providence, RI, 02903 | 2 Stations | ID: WyJzaXRlcyIsIjQzZGUyOGU3LWRiMGItNDg4My1iMjI1LTZlZDc4MTljYjI5OCJd
Providence Place North Garage P3, One Providence Place, Providence, RI, 02903 | 2 Stations | ID: WyJzaXRlcyIsIjRkMmVmMDVlLTQyYzUtNDRhYi1iMTczLTEzNjMyMmY1MTFiYSJd
Providence Place Parking Level 3 South, One Providence Place, Providence, RI, 02903 | 3 Stations | ID: WyJzaXRlcyIsImMyNWQxNjFkLTc1MDUtNGU0ZS1hNWFmLWFhZjQzMDdmMmI2ZiJd
Providence Place Parking Level 5 South, One Providence Place, Providence, RI, 02903 | 2 Stations | ID: WyJzaXRlcyIsIjFjN2M0OGI2LTQ3NjQtNDQzYy04ZmZiLWNiZGIwMzRmNGIzNCJd
Providence Place Parking Level 6 South, One Providence Place, Providence, RI, 02903 | 2 Stations | ID: WyJzaXRlcyIsIjAyYWM0MTIyLWIzNmEtNDg4ZS04MmFkLTY2Y2E0MzJlMTZiOSJd
Prudential Parking Garage, 800 Boylston Street, Boston, MA, 02199 | 6 Stations | ID: WyJzaXRlcyIsIjBhMDlkZGExLTg0OGQtNDU3Ny1iYjM3LTJmNzA3MTk0OWM4NyJd
Putty Hill Plaza, 7920 Belair Road, Baltimore, MD, 21236 | 2 Stations | ID: WyJzaXRlcyIsIjZmYmI1ZGE3LWE4Y2ItNDY5NC1iYzNhLTQ5YWRlODUzMDUzOSJd
Quaker Bridge Mall, 150 Quaker Bridge Mall Rd., Lawrenceville, NJ, 08648 | 2 Stations | ID: WyJzaXRlcyIsIjE3NTFmY2ZlLTRkZGMtNDgxMC1hOGM5LTA2OGM2YjMwMGY5MCJd
Quakertown Shopping Center, 901 South West End Boulevard, Quakertown, PA, 18951 | 2 Stations | ID: WyJzaXRlcyIsIjk0NzI0ZWE4LWNjOGYtNGE5ZC1hYTJlLTVjNWE4MWU2Y2EyOSJd
Queen City Center, 739 Park Street, Cumberland, MD, 21502 | 2 Stations | ID: WyJzaXRlcyIsIjk5YTA3ZWYyLTgyMjgtNGQ4Zi1hNmRiLTdhOWFjZWRjYzcyMiJd
RK Plaza (Bellingham), 70 Pulaski Boulevard, Bellingham, MA, 02019 | 2 Stations | ID: WyJzaXRlcyIsIjhkNzRiNGIwLTBjZTgtNGZkNS04ZjUzLTAyNzY3MDg5Yjc5NCJd
RK Stop & Shop (Walpole), 565 Main Street), Walpole, MA, 02081 | 2 Stations | ID: WyJzaXRlcyIsImI2MGRiM2UzLTMyOWYtNDNkMi1iZjBkLTdlYWVjNDM5YjNkYSJd
Raintree Ranch Center, Chandler AZ, 2955 W Ray Rd, Chandler, AZ, 85224 | 2 Stations | ID: WyJzaXRlcyIsIjMxNjc3NzM5LTRlMzAtNDZlMy1iNWY3LWU5MjY1Y2NmNTZlYSJd
Rancho San Diego Village, 3665 Avocado Blvd, La Mesa, CA, 91941 | 2 Stations | ID: WyJzaXRlcyIsImYwNjgxYWE1LTI5NmYtNDdmZC05YjBhLTcxOGI3M2YwMzU4MCJd
Randalls 18322 Clay Rd, 18322 Clay Rd, Houston, TX, 77084 | 2 Stations | ID: WyJzaXRlcyIsIjM3NTA3YjUwLTdhZmItNGM1My1hNDc3LWYyYzJmMzI2OGRiOCJd
Red Lion Plaza DCFC, 9950 Roosevelt Boulevard, Philadelphia, PA, 19115 | 1 Stations | ID: WyJzaXRlcyIsImUyMTliNjIwLTQ2YWQtNGQwYS05OGNmLWNkN2VmZjI5NTY2NSJd
Red Lion Plaza, 9950 Roosevelt Boulevard, Philadelphia, PA, 19115 | 1 Stations | ID: WyJzaXRlcyIsIjQyNWNiZTU1LWJkYTgtNGFjMS1hYzYzLTExMGEwNGZhODk1OCJd
Rhode Island Place Shopping Center, 1050 Brentwood Rd, NE, Washington, DC, 20018 | 2 Stations | ID: WyJzaXRlcyIsIjUxZjRlNjc3LWI0ODItNGY5My04YzU2LWQ0MTQ1ZDRlMDk3YyJd
Ridge Plaza, 800 W Dundee Rd, Arlington Heights, IL, 60004 | 2 Stations | ID: WyJzaXRlcyIsIjVjZDE1ZTc1LWMxZDctNGI5Ny05YzliLWI0NDA2MTdlNjM2ZSJd
Ridge at Creekside, 1148 Galleria Blvd, Roseville, CA, 95678 | 2 Stations | ID: WyJzaXRlcyIsIjU5NDJlMTA2LTliMDctNDNlZC04ZTZmLWMyYTg1ZTUwM2UwZCJd
Riggs Plaza, 5815 Eastern Avenue, Hyattsville, MD, 20782 | 2 Stations | ID: WyJzaXRlcyIsIjNkZTY0ZDQ4LTI1OTctNGIyMS05NjNkLWZmYzI5NjExNzZhOCJd
Rising Sun Town Centre, 24 Rising Sun Town Center, Rising Sun, MD, 21911 | 2 Stations | ID: WyJzaXRlcyIsImE2NDk1ZDVmLTFlYTctNDhmNS1hZTdiLTBhMTA5N2UzOGEwMCJd
Rivanna Ridge Shopping Center, 1900 Abbey Road, Charlottesville, VA, 22911 | 2 Stations | ID: WyJzaXRlcyIsImYyMzQwMGI2LTkxMTktNDk1OS1hOTlkLTUzYzU1YzUyNGUwMyJd
Rivergate Shopping Center DCFC, 2310-2350 Sunrise Blvd., Rancho Cordova, CA, 95670 | 1 Stations | ID: WyJzaXRlcyIsIjRlNGIxZjc0LWVlMjgtNDQ4Ni04NGJmLWJjMGY5NmQ0ZmRkNCJd
Rivergate Shopping Center, 2310-2350 Sunrise Blvd., Rancho Cordova, CA, 95670 | 1 Stations | ID: WyJzaXRlcyIsImY3MDU2NGZlLWQ4MmEtNDEzZS04NGMxLThmOWU3OTI0MGQ2NSJd
Riverside Plaza, 3520 Riverside Plaza Drive, Riverside, CA, 92506 | 2 Stations | ID: WyJzaXRlcyIsImRlNTQ4MzUwLWM2MzktNGNmOS05YmE2LThkMmYwNmQ3MmMyMiJd
Rivertowns Square, 47-55 Hamilton St, Dobbs Ferry, NY, 10522 | 2 Stations | ID: WyJzaXRlcyIsIjhhNzdlNjVkLWMxYjktNGZmNC05ZTYzLWJhYTY5MTNjMjEzZSJd
Riverwalk (PMC), 60 North 23rd Street, Philadelphia, PA, 19103 | 4 Stations | ID: WyJzaXRlcyIsImY0MzM2Y2E3LTQ1ZDMtNDMzYi05ODljLWU1MTZkNTY2N2Y0NSJd
Riverwalk Plaza DCFC, 700 Front Street, Santa Cruz, CA, 95060 | 1 Stations | ID: WyJzaXRlcyIsIjI2YjhhOWJjLTBhNTgtNDVkZS1hZWRiLWNkY2QzNGE5ODZlNCJd
Riverwalk Plaza Trader Joe's, 700 Front Street, Santa Cruz, CA, 95060 | 1 Stations | ID: WyJzaXRlcyIsIjQ2NzNkNzljLWU0YWQtNGNmZS1iMmVlLTlkOGYwZWNhYTM0OSJd
Riverwalk Plaza, 700 Front Street, Santa Cruz, CA, 95060 | 2 Stations | ID: WyJzaXRlcyIsImJiM2Y2NDM4LTg0YzctNDI2Yy05YjE0LWE1NjA3OGFiYzUxMyJd
Rockaway Townsquare Mall, Mt. Hope & Mt. Pleasant/SW, Rockaway, NJ, 07866 | 2 Stations | ID: WyJzaXRlcyIsImZhZmZjYTJmLTNlZDgtNDUzMy05MzUwLTU4ODhiYjVkNjk0ZSJd
Rockville Metro Plaza, Rockville MD, 378 Maryland 355, Rockville, MD, 20850 | 2 Stations | ID: WyJzaXRlcyIsIjU5OTFiMzU3LTc0ZGYtNDU1MC1hNWMxLWQwMDcxMzc0YmMwNiJd
Rocky Ridge Town Center, 2030 Douglas Blvd, Roseville, CA, 95661 | 2 Stations | ID: WyJzaXRlcyIsIjk1ODAxNTI5LWQ3ODctNDFlYy1hOWJiLTg1MGE3OTY1YjMzMCJd
Rosauers - Ridgefield, 101 S. 47th Avenue, Ridgefield, WA, 98642 | 2 Stations | ID: WyJzaXRlcyIsImY1MjUyODYzLTNmMDUtNDdhYi05NThhLTFmMTgxZmIxOTljNiJd
Rose Pavilion, 4225 Rosewood Dr, Pleasanton, CA, 94588 | 2 Stations | ID: WyJzaXRlcyIsIjA4OWUyNjQwLTViZDYtNDAxZS05NDAzLThmODZkMGY1NzY1ZCJd
Rosewick Crossing, 100 Rosewick Road, La Plata, MD, 20646 | 2 Stations | ID: WyJzaXRlcyIsIjJjNjNhMThkLTgyY2QtNDVlOC05YjBlLWU1Yzg1MTI2MzU4MSJd
Rusty Leaf Plaza, 2512 E Chapman Ave, Orange, CA, 92869 | 2 Stations | ID: WyJzaXRlcyIsIjVmYTZhNjBlLWI0OTEtNGI3Yy04YzljLWQyZmRjNzBlNmZiYSJd
SD AUTOMOBILES Euromaster La Roche sur Foron, Euromaster La Roche sur Foron, La Roche-sur-Foron, None, 74800 | 1 Stations | ID: WyJzaXRlcyIsIjM4OGY1Y2RhLTRiOGQtNDljMy1hOTlhLWMwYzY3M2UxZjEwMyJd
Safeway 10926 West Bell Road, 10926 West Bell Road, Sun City, AZ, 85351 | 2 Stations | ID: WyJzaXRlcyIsIjJhZTZlMjZiLTcxNmQtNDAwZS04Nzg4LTk1N2QzYzliYWM0MyJd
Safeway 110 East 3rd St, 110 East 3rd St, Port Angeles, WA, 98362 | 2 Stations | ID: WyJzaXRlcyIsIjVhYjIzOWVmLTE4MDYtNDQ1Yi05MTMzLTJiOTkwMjhmZjJiNyJd
Safeway 11031 19th Ave SE, 11031 19th Ave SE, Everett, WA, 98208 | 2 Stations | ID: WyJzaXRlcyIsImZhODZkNGE1LTNiNWItNGY4ZS04NjY2LTU4ODExMjdmYjRhYyJd
Safeway 1109 E. Yelm Ave, 1109 E. Yelm Ave, Yelm, WA, 98597 | 2 Stations | ID: WyJzaXRlcyIsImNlNGI5Mzg5LTIwMzgtNDFlYy05OTFlLTZiZTFiMTE2MTdkOCJd
Safeway 12519 NE 85th St, 12519 Ne 85Th St, Kirkland, WA, 98033 | 2 Stations | ID: WyJzaXRlcyIsIjhlYTAzODRmLTIyMjgtNGNlNy04ZmI3LWUyZjMwNTYyM2RkYSJd
Safeway 1302 S 38th, 1302 South 38th Street, Tacoma, WA, 98408 | 2 Stations | ID: WyJzaXRlcyIsIjI5YjMxMWM2LTYzNmQtNDYyYi1hYWFjLTNhNDliZTE1ZWI4NCJd
Safeway 1401 N.e. Mcwilliams, 1401 N.E. Mcwilliams, Bremerton, WA, 98311 | 2 Stations | ID: WyJzaXRlcyIsIjY4MTcyZjFmLTgwMWQtNDViNC1iYTQwLTI5MjczNjk0MGEwZiJd
